text,label
"show creativity of novel lock
","search
"
"what is the weather forecast for north carolina
","weather
"
"what is the forecast for de on 9 11 2035
","weather
"
"is it supposed to be chilly in kuwait ?
","weather
"
"show me the schedule of movie times in dipson theatres
","movie
"
"is happy ghost iii at caribbean cinemas
","movie
"
"in 1 second i need a restaurant in san marino for 9
","restaurant
"
"she me movie schedules for the movies close by at sunset
","movie
"
"i d like to watch monk comes down the mountain
","movie
"
"please find the song house of wedlock
","search
"
"i wanna listen to a the top-twenty track of denniz pop in pandora
","music
"
"find movie times
","movie
"
"show me the photograph with the title the denial
","search
"
"find a saga called the life of riley
","search
"
"is sheikh chilli playing
","movie
"
"when was the soundtrack for those were the days – the best of leningrad cowboys published?
","search
"
"can i get the showtimes for the kitchen toto at cineplex odeon corporation
","movie
"
"play steve harris false gestures for a devious public album
","music
"
"please search the abby saga
","search
"
"reserve a spotat the food truck twelve weeks from now
","restaurant
"
"pull up sweeney todd - il diabolico barbiere di fleet street
","search
"
"what s the forecast for east sonora qatar
","weather
"
"will it be nice on aug the nineteenth in beda bulgaria
","weather
"
"will there be wind in me ?
","weather
"
"book a table at anstruther fish bar in fm
","restaurant
"
"play me the greatest track of 1966
","music
"
"in nh will it be chillier in west york at noon
","weather
"
"showings for animated movies in the area
","movie
"
"find me the balance and timing book
","search
"
"book a table in tennessee for 1 for next august
","restaurant
"
"play music by deenanath mangeshkar
","music
"
"i need a restaurant for a party of three
","restaurant
"
"book a spot for me tiffany and sondra at a top-rated restaurant in ms with udupi
","restaurant
"
"play the top-twenty from alexander braginsky
","music
"
"play music from 1976 on deezer
","music
"
"show movie schedule
","movie
"
"play all the way my savior leads me on spotify
","music
"
"play some soul music
","music
"
"find the from the hut tv series
","search
"
"play sweet shanghai devil by teddy diaz
","music
"
"play me a seventies song
","music
"
"what is the weather forecast in 2 seconds for south carolina
","weather
"
"is it forecast to be temperate here ?
","weather
"
"check the forecast for orson for around 9 pm
","weather
"
"play my piano ballads playlist
","music
"
"tell me if it ll be chillier now in engadine
","weather
"
"what animated movies are on the movie schedule close by ?
","movie
"
"where can i find the tv show a step away
","search
"
"play roy orbison tunes now
","music
"
"book a pizza serving tavern for me and my brother
","restaurant
"
"can you give me the forecast for osgood
","weather
"
"i need to book a restaurant for five in liberia at the maisonette
","restaurant
"
"can you find the photograph titled so long self
","search
"
"find the family jams saga
","search
"
"what is the forecast for sanibel
","weather
"
"find the 180
","search
"
"book a table for three at 0 am at a bar with wifi in schuyler lake
","restaurant
"
"play a soundtrack by mike hindert on spotify
","music
"
"play stereo by jonathan davis on deezer
","music
"
"play a theme from 1985 by patrick cowley
","music
"
"what time is the message playing at loews cineplex ?
","movie
"
"what cinema has the closest movies
","movie
"
"make a reservation for four at a pub in sugarville
","restaurant
"
"id like to eat around id on august the 16th with a party of 8
","restaurant
"
"what s the weather 1 minute from now in mount nimba strict nature reserve
","weather
"
"play shaina magdayao s music on iheart
","music
"
"find the putrid death sorcery soundtrack
","search
"
"find the movie schedule for animated movies in the neighbourhood
","movie
"
"play the last 1957 movement
","music
"
"play the album sauna on zvooq
","music
"
"play red barchetta by blind lemon jefferson
","music
"
"search for the world is a game
","search
"
"please look up the immortals television show
","search
"
"will it be hot here at 22 o clock ?
","weather
"
"can you find the novel stoneage romeos
","search
"
"play oliver cheatham s symphony from the thirties
","music
"
"find me the show girl soundtrack
","search
"
"i want to hear music on itunes
","music
"
"give me movie times
","movie
"
"what is the gearhart forecast
","weather
"
"book a restaurant for tortelloni for eight
","restaurant
"
"what s the weather faraway from here on sep the fifteenth
","weather
"
"book a top-rated restaurant in milton-freewater
","restaurant
"
"i want the photograph of walt before mickey
","search
"
"book a table in mt for 3 for now at a pub that serves south indian
","restaurant
"
"i d like to see hannah montana and miley cyrus best of both worlds concert
","search
"
"show creative video game name foros timis ston greco
","search
"
"show me the schedule of movie the duchess of langeais in cinema
","movie
"
"show air cuan dubh drilseach
","search
"
"i want to book a restaurant within walking distance of my neighborhood
","restaurant
"
"play slow rock music on vimeo
","music
"
"where can i book a table close to me in moon run at sixteen oclock that will take three people
","restaurant
"
"show movie schedules at amc theaters
","movie
"
"show video game and the quality of life
","search
"
"where can i get the novel flesh-colored horror
","search
"
"play me something from the thirties by candi staton on vimeo
","music
"
"book a restaurant in eleele on october the fifth for 3 people
","restaurant
"
"what films are showing around here
","movie
"
"play burhøns by ernie c
","music
"
"please find pretty baby
","search
"
"what are the movie schedule for the movies in the neighborhood
","movie
"
"is there a program about the last flight ?
","search
"
"play slacker tunes by smog from movement in 2015
","music
"
"find a new machine
","search
"
"what will the weather be in peru ?
","weather
"
"find a soundtrack called pax warrior
","search
"
"where can i buy a copy of the picture called turn against this land ?
","search
"
"would like to find the trailer for an experiment with time
","search
"
"book for five in georgia at the coffee bean & tea leaf
","restaurant
"
"i d like to watch movies at the closest movie theatre
","movie
"
"book the fry bread house for seven in olive
","restaurant
"
"i d like to watch a storm in the stars at north american cinemas
","movie
"
"what movies are playing at regal entertainment group
","movie
"
"is it going to be temperate in farallon islands now
","weather
"
"find a show called american journal of play
","search
"
"book a restaurant for six in mp
","restaurant
"
"play the new music from wilko johnson
","music
"
"show book of pokémon the mastermind of mirage pokémon
","search
"
"play a song by juanes on last fm
","music
"
"will it snowstorm next week in west winfield finland ?
","weather
"
"what is the weather of la at 4 pm
","weather
"
"play noctámbulo pl
","music
"
"will it be cold close-by iowa on september twenty-first 2025
","weather
"
"show the nearest movie house with the expendables starting 1 minute from now
","movie
"
"book a table for 2 people at a restaurant with parking
","restaurant
"
"where and when is douglas playing?
","movie
"
"play the best sebastian karlsson melody on youtube
","music
"
"play itunes album mondovisione
","music
"
"book me a restaurant in cyprus at a pub
","restaurant
"
"play a song from 1994
","music
"
"what animated movies are playing at imax corporation
","movie
"
"what time is 楽園追放 -expelled from paradise-
","movie
"
"is the mystery of betty bonn playing at twelve a m at the nearest movie house ?
","movie
"
"play fifties music on slacker
","music
"
"where can i find the picture another happy ending
","search
"
"i d like to watch animated movies at national amusements
","movie
"
"what is the bethany beach forecast
","weather
"
"play the last 1954 ep by povel ramel
","music
"
"is the passion of anna playing four seconds from now at the cinema
","movie
"
"please search for the work all the wrong reasons
","search
"
"find the quest of iranon
","search
"
"please play short and sweet by teyana taylor from my itunes
","music
"
"play some music from 1995
","music
"
"book a table for me naomi and elisabeth at a brasserie with wifi
","restaurant
"
"i would like a table for jacqueline wilson and deanna at david carpenter house in uncas fm
","restaurant
"
"find the sing when you’re winning tv show
","search
"
"look for a photograph of tailwind
","search
"
"show the second civil war saga
","search
"
"find a movie theatre with animated movies that is closest to me
","movie
"
"play the album have another ball
","music
"
"find the closest cinema for films
","movie
"
"id like to eat within the same area of lawrence st for a party of one
","restaurant
"
"play crossroad blues
","music
"
"get jump down painting
","search
"
"play me a song from 2016
","music
"
"find mahalakshmi iyer music on netflix
","music
"
"where can i find a painting called battlestations pacific
","search
"
"find me the tv show the first bite
","search
"
"what cinema is playing the white stadium ?
","movie
"
"what is the storm forecast in the same area of honduras
","weather
"
"is it cloudy in georgia
","weather
"
"play some seventies dj colette
","music
"
"search for the abel sánchez the history of a passion novel
","search
"
"find animated movies nearby
","movie
"
"play got to be free by madeleine peyroux
","music
"
"i need a table right now for four in me
","restaurant
"
"what is the temperature at eifel national park
","weather
"
"is it going to get colder at my current location by 10 am
","weather
"
"please check whether any animated movies will be running in the area around 04 34 15 pm
","movie
"
"book table to a tavern for a scrapple for harriett deanne and i
","restaurant
"
"book a table for six around yolandas apartment
","restaurant
"
"show movies in the neighborhood
","movie
"
"can you pull up the television show called electric boogaloo
","search
"
"please help me search the tv series a mouse divided
","search
"
"show creativity of the oxford companion to beer tv show
","search
"
"will it storm in north sioux city al
","weather
"
"is it cold in pw ?
","weather
"
"what does it feel like in east cove national wildlife refuge
","weather
"
"is it going to be freezing in one hour in puerto rico
","weather
"
"find me the show krypto the superdog
","search
"
"i m looking for paris match
","search
"
"i need to reserve a table for me and my mom at the nearest restaurant in the state of mh
","restaurant
"
"what s the weather like in the dana biosphere reserve six years from now
","weather
"
"can you find me the painting titled across the line ?
","search
"
"can i see the album swat force ?
","search
"
"book a stuffed ham serving pizzeria in independence corner
","restaurant
"
"book a food truck in argusville that has fish chips
","restaurant
"
"tell me if it will storm at my current location
","weather
"
"play 1966 theme music on slacker
","music
"
"how s the weather in brookdale zimbabwe
","weather
"
"play some rap on pandora
","music
"
"play sixties on spotify
","music
"
"will it be freezing here in 9 seconds
","weather
"
"i want to play the game the celestial hawk
","search
"
"when is good will evil playing at loews cineplex entertainment
","movie
"
"what s the weather in low moor
","weather
"
"play twenties on groove shark
","music
"
"book reservations at a restaurant in niue for me edna and glenda
","restaurant
"
"give me the weather forecast in pleasant dale alaska starting in 19 52
","weather
"
"play the top twenty movement songs from roberto valverde
","music
"
"play a scott lafaro soundtrack
","music
"
"where is the country bears playing
","movie
"
"i need to make a reservation at a top-rated moroccan restaurant in bone that is nearby and can seat 8
","restaurant
"
"find a photograph called cope park
","search
"
"give me the movie times for fox theatres
","movie
"
"when will the honor of an outlaw be showing?
","movie
"
"play some dream music
","music
"
"find confusion bay
","search
"
"what animated movies are playing at kb theatres
","movie
"
"i want to listen to the song only the greatest
","search
"
"what s the weather in swift river reservation
","weather
"
"when is dead birds playing?
","movie
"
"is it supposed to be chilly in de tonight ?
","weather
"
"i need a reservation for a highly rated bistro for a party of 10
","restaurant
"
"is the right to strike playing at star theatres
","movie
"
"what time is last exit to brooklyn playing at movie house ?
","movie
"
"find whosoever shall offend at showcase cinemas
","movie
"
"where can i listen to the song the lost worlds of planet earth
","search
"
"will it get foggy in spring hill ?
","weather
"
"play some sister rosetta tharpe songs from the eighties
","music
"
"tell me if it ll blizzard in ks
","weather
"
"book a table for 10 people at harry’s bar benin
","restaurant
"
"will it be hot in new york on october the 1st 2026 ?
","weather
"
"book a kuwait place at seven am at the middle east
","restaurant
"
"show creativity of wild about animals
","search
"
"book a table at the irma hotel in mount repose
","restaurant
"
"will there be hail on 7 16 2032 in the dominican republic
","weather
"
"is the start eim 23 hours twenty one minutes and one second from now for morgan – a suitable case for treatment at santikos theatres
","movie
"
"on april the twelfth in somalia is the weather chilly
","weather
"
"find the movie schedule
","movie
"
"where is the man with a cross playing
","movie
"
"i want to hear a top-50 track from takahito eguchi on google music
","music
"
"find the schedule for nearby animated movies
","movie
"
"is the king of the kitchen playing in fifteen hours ?
","movie
"
"show the innocent when you dream saga
","search
"
"what is the weather like in detroit
","weather
"
"find regal entertainment group animated movies
","movie
"
"show the blue meaning television show
","search
"
"find journal of the european economic association a movie i want to see
","search
"
"tell me if it ll be colder in steptoe battlefield state park in one minute
","weather
"
"show me the photograph of king charles
","search
"
"show me the saga st elsewhere
","search
"
"find a video game called victory march
","search
"
"in bon secour national wildlife refuge at twelve pm will it be chilly
","weather
"
"can you pull up a track on zvooq by graham mcpherson
","music
"
"i want to hear some twenties music from billy sheehan
","music
"
"when is that forward center died at dawn playing at the closest cinema ?
","movie
"
"is the expected weather temperate here in 1 month
","weather
"
"play a sixties track by noam pikelny on iheart
","music
"
"please book a restaurant for party of 1 in seeley lake on july the fourteenth 2022
","restaurant
"
"show me the schedule of films close by
","movie
"
"i d like to watch films at the nearest cinema at 8 am
","movie
"
"what are the movie schedules for animated movies close by
","movie
"
"i need fast food for nine within the same area as bowers that has a pool nearby on 4 17 2033
","restaurant
"
"what cinema is playing the edge
","movie
"
"please search a new machine tv series
","search
"
"play the album qr iii by bobby bare
","music
"
"movie times at cooper foundation for sunset
","movie
"
"can i get the the showtimes for the jade faced assassin cinema ?
","movie
"
"play james moody ballad
","music
"
"play there must be more to life than this
","music
"
"i want to find an oyster bar with tetrazzini for 9 people
","restaurant
"
"i need a restaurant now for a party of ten
","restaurant
"
"what is the current position forecast for starting on july 22
","weather
"
"what will the weather be like at my current spot on january the 19th
","weather
"
"what s the closest movie house that s showing animated movies ?
","movie
"
"can you please get me come away with me show ?
","search
"
"find time for trouble for two in one minute at landmark theatres
","movie
"
"book for one in indiana at a restaurant
","restaurant
"
"what are the movie times for animated movies in the area ?
","movie
"
"play music from 2014
","music
"
"find a movie schedule in the neighborhood for animated movies
","movie
"
"in morgan mill will it be sunny
","weather
"
"play me some badass women on groove shark
","music
"
"play turbulence wild streetdanz from jeff buckley
","music
"
"show nearest movie theatre to watch black jesus
","movie
"
"can i get the showtimes for films at malco theatres
","movie
"
"please search the irv gotti presents the murderers picture
","search
"
"on deezer play fourties tunes by jona bechtolt and a ballad
","music
"
"how chilly is it close to hollidaysburg ?
","weather
"
"what time is the toll of the sea playing
","movie
"
"play a tune by mc hawking
","music
"
"find the gill deacon show
","search
"
"listen to acapella
","music
"
"find secret command
","movie
"
"play drum & bass music
","music
"
"will there be wind on january 24 2019 in ransom
","weather
"
"what s the weather in castle at 17 43
","weather
"
"will it be warm in chicamocha national park ?
","weather
"
"what is the movie schedule of animated movies nearby
","movie
"
"play miami 2017 by rodney whitaker
","music
"
"search for man in a garage
","search
"
"what is the movie schedules for films in the neighborhood
","movie
"
"book a tea house on 5 20 2028 in pataskala that serves crepe in nc for five
","restaurant
"
"is it going to be warm here
","weather
"
"can i get the movie times for the newest movies around here ?
","movie
"
"is the little irish girl playing
","movie
"
"what animated movies are playing at dipson theatres ?
","movie
"
"play the greatest soundtrack by nhat son on last fm
","music
"
"find the movie schedule for animated movies around here
","movie
"
"show weather forecast in as
","weather
"
"play music by paul mccartney
","music
"
"have zvooq play songs from the fifties
","music
"
"will it get colder in alaska ?
","weather
"
"book a reservation for a popular bakery in patetown
","restaurant
"
"play the putrefactive infestation trailer
","search
"
"show movie crossgenesis
","search
"
"play music from the year 1979
","music
"
"show me movie times at harkins theatres
","movie
"
"search for the trailer the thieving magpie
","search
"
"what is the forecast for hot at ten o clock in idaho
","weather
"
"what movie house is playing something for the birds
","movie
"
"give me the showtime for bobby yeah playing at the cinema
","movie
"
"will it be sunny a lot in honduras next autumn
","weather
"
"how s the weather going to be at fourteen o clock in falkland islands
","weather
"
"i want a table for 3 at a restaurant
","restaurant
"
"find doggy day school an album
","search
"
"do you have something like impossible is nothing by abderrahmane abdelli ?
","music
"
"can you pull up a movie schedule for me?
","movie
"
"forecast for vi
","weather
"
"play shoo on iheart from greatest record
","music
"
"what is the nearest movie house playing black scorpion
","movie
"
"look up the movie schedule
","movie
"
"book a table at t-rex in one minute in osierfield
","restaurant
"
"will there be snowfall at six pm in leisure knoll california
","weather
"
"search for ayumi hamasaki countdown live 2007–2008 anniversary song
","search
"
"play adieu by al arsenault
","music
"
"will there be a depression in the weather here on cyber monday ?
","weather
"
"i want to hear the top tim madison
","music
"
"need a booking for a party of five at a restaurant in french polynesia
","restaurant
"
"i need a table booking for a highly rated sardinian pub
","restaurant
"
"play the tune by adam yauch
","music
"
"book a popular joint in ocean gate for seven people at elevenses
","restaurant
"
"where can i watch key to the city
","movie
"
"what is the nearest movie theatre playing stray cat rock wild jumbo in 7 seconds
","movie
"
"what films are showing nearby
","movie
"
"i want to book reservations for 8 at an indoor restaurant
","restaurant
"
"i m looking for the show sex and candy
","search
"
"find the show we chase the waves
","search
"
"looking for novel build engine
","search
"
"give me the weather forecast for the city of woburn
","weather
"
"is it supposed to hail in rosenberg in the french polynesia
","weather
"
"i need to book a highly rated restaurant in coronado
","restaurant
"
"find the tv series the parent trap iv hawaiian honeymoon
","search
"
"play some john oates on youtube
","music
"
"i need to see cristo in india
","search
"
"make me a reservation at taverna in a smoking room
","restaurant
"
"tell me if it ll be rainy here on dec the 25th 2033
","weather
"
"play some rumba africana
","music
"
"show song schedule come into the world
","search
"
"i need a table in east timor for a party of nine at 5 north st
","restaurant
"
"what is the forecast in kearneysville
","weather
"
"what is the weather like for fleischmanns lesotho 43 weeks from now
","weather
"
"play my masters of metal playlist on spotify
","music
"
"whats the closest movie house showing medal of honor
","movie
"
"what will the weather be like 19 minutes from now in nepal
","weather
"
"what will the weather forecast be during the kent state shootings remembrance in el cocuy national park ?
","weather
"
"is there hail forecast for hale center on 7 22 2030 ?
","weather
"
"i would like to book a restaurant in poncha springs for 8 at 00 32 am
","restaurant
"
"play short walk on a long pier on slacker
","music
"
"what s the weather forecast for tomorrow around sankertown ?
","weather
"
"find me a movie with the name oshin
","search
"
"play the greatest nicholaus arson concerto from around 2000
","music
"
"search for the painting smart money
","search
"
"book a table somewhere in dominica for 2 minutes from now
","restaurant
"
"what will the weather be in palm bay pa ?
","weather
"
"i want to see movie schedules at plitt theatres
","movie
"
"is there a blizzard in tennessee colony ks
","weather
"
"play 2006 chant music
","music
"
"find the movie schedule at malco theatres
","movie
"
"play me a 1986 jim root
","music
"
"book a highly rated place for my momy and i for mughlai food at a restaurant
","restaurant
"
"find the schedule for to shoot an elephant at the nearest movie theatre
","movie
"
"play some dj qbert
","music
"
"book a table for nine at canteen lunch in the alley at midnight
","restaurant
"
"play the music of aphex twin s good album
","music
"
"i m looking for a novel called the adventures of lolo ii
","search
"
"play some music on lastfm
","music
"
"give me a list of films that play in the neighbourhood
","movie
"
"use groove shark to play the today and tomorrow album
","music
"
"look for the game find another way
","search
"
"what s the weather going to be like at my current spot at 7 am
","weather
"
"find a photograph called greatest hits volume one
","search
"
"i m looking for the show pulse 2 afterlife
","search
"
"restaurant in west virginia for my son and i
","restaurant
"
"get me a highly rated restaurant in nigeria
","restaurant
"
"which movies are playing at the closest cinema ?
","movie
"
"id like to eat at a top-rated place on nov the twenty-sixth in the food court i need reservations for 7 in the city of kane or somewhere near there
","restaurant
"
"what s the weather forecast for porphyry island provincial park right now
","weather
"
"find the show the best of the township idols
","search
"
"play a track by yui on vimeo
","music
"
"what is the weather forecast for Åland
","weather
"
"play some movement by dj spinna
","music
"
"what s the weather in stone mountain kentucky
","weather
"
"book a reservation at a restaraunt in ct
","restaurant
"
"what will the weather be like on feb sixth 2024 at blanco state park
","weather
"
"play music from 2012 on google music
","music
"
"i want to hear a full album on youtube by jem godfrey
","music
"
"play the catholic sun album
","search
"
"book a table for a party of twelve in lewisville american samoa for a party of 7 at the ballachulish house
","restaurant
"
"make me a reservation at illinois central railroad freight depot in singapore with vickie rodriguez lila reyes and ruby
","restaurant
"
"weather in tioga colorado
","weather
"
"can i get the movie times for films in the neighborhood ?
","movie
"
"what s the forecast for my current place at five pm ?
","weather
"
"book me a pizzeria that serves oreo for eight
","restaurant
"
"how much humidity is there in ut ?
","weather
"
"who published the novel jamesedition ?
","search
"
"find games wizards play tv series
","search
"
"i want to play the video game espn major league soccer
","search
"
"i d like to listen to tom cochrane s 1990 ep on zvooq
","music
"
"what is the humidity in missouri city sc
","weather
"
"find me the book with the title of the rainwater lp
","search
"
"find the game saturday review
","search
"
"play some happy gabber
","music
"
"find drowning with land in sight
","search
"
"book a restaurant for marcella erma and leanne rivera
","restaurant
"
"play a melody by adassa from the twenties
","music
"
"play some music on lastfm
","music
"
"can you help me find tears from a willow ?
","search
"
"play the busco un pueblo album
","music
"
"find the new legend of shaolin video game
","search
"
"will it be snowy in pillow indiana ?
","weather
"
"play the album pressure cracks with netflix
","music
"
"use iheart to listen to retro
","music
"
"will there be a blizzard in north carolina
","weather
"
"please book a table for 6 people in the same area as bedford park blvd-lehman college
","restaurant
"
"what is the closest cinema today playing animated movies ?
","movie
"
"play fifties music
","music
"
"what is the weather one minute from now in ocilla
","weather
"
"play the crowd a study of the popular mind soundtrack
","search
"
"restaurant near in town uses in two years
","restaurant
"
"find head start
","search
"
"where can i get the video game faith in chaos ?
","search
"
"play a song from helena iren michaelsen on spotify
","music
"
"where can i find the movie schedules ?
","movie
"
"find the so this is goodbye saga
","search
"
"i want to book the best pub for 6 in new mexico
","restaurant
"
"tell me how bellwood weather is
","weather
"
"find me the river of love saga
","search
"
"will it be hotter netherlands antilles flats on april the 27th
","weather
"
"i want to see the trailer for the entity
","search
"
"is brother at united paramount theatres
","movie
"
"is the forecast windy in nigeria on nov the 6th
","weather
"
"is az has chilly weather
","weather
"
"play some bass music
","music
"
"find the saison 7 de how i met your mother show
","search
"
"play a top fifty ballad by linda strawberry on google music
","music
"
"im in mi and want to eat somwhere nearby midday
","restaurant
"
"please find me the youth against fascism television show
","search
"
"is thenaruvi playing at the douglas theatre company in one hour ?
","movie
"
"find the crucible of man something wicked part 2
","search
"
"will it be warm in gilmer keeling islands ?
","weather
"
"play me some folklore music
","music
"
"what theater is showing from paris with love and when?
","movie
"
"play music from 1977
","music
"
"i need to book a table for five at the crooked house of windsor
","restaurant
"
"plays some akb48 on youtube
","music
"
"get me the soundtrack from sensation comics
","search
"
"play music on itunes
","music
"
"find the schedule for the cup winner at the closest movie house
","movie
"
"please book a restaurant in village green ca
","restaurant
"
"need to book a table in ludden
","restaurant
"
"play music from 2000 on spotify
","music
"
"what time is the rocketeer showing
","movie
"
"i need a weather update now for manhattan project national historical park
","weather
"
"i d like to watch miss congeniality
","search
"
"find a reservation far from my work location in eight hours for 8 people at union auto company
","restaurant
"
"what time is tom y jerry showing at alamo drafthouse cinema
","movie
"
"book the light horse tavern for 4 people
","restaurant
"
"find the game just dance greatest hits
","search
"
"find a photograph of adventure time the secret of the nameless kingdom
","search
"
"is it going to be snowy in ochopee massachusetts ?
","weather
"
"i need a restaurant on july 18th in rose bud
","restaurant
"
"what is the afternoon forecast for shannon and pitcairn islands
","weather
"
"find a tv show called union
","search
"
"can i see the show heroes of might & magic 4 ?
","search
"
"what is the weather in gem
","weather
"
"will it be chilly in oakdale ok
","weather
"
"id like to book the best restaurant in as
","restaurant
"
"is it chillier here
","weather
"
"search for chasing fortune a tv series
","search
"
"find the game a russian beauty and other stories
","search
"
"please find me the work ace of spades
","search
"
"search for the game the last horror movie
","search
"
"book me a restaurant for nine in statham
","restaurant
"
"book a restaurant for five in karnataka
","restaurant
"
"show movie schedules close by movies
","movie
"
"what movies are playing at cobb theatres
","movie
"
"book a table at one oclock at a bar that has parking
","restaurant
"
"find me the extreme ghostbusters game
","search
"
"weather for this winter here
","weather
"
"find the mcgill law journal movie
","search
"
"show me the book it might as well be spring
","search
"
"show creativity of the force behind the power
","search
"
"i want to listen to the music of ghost in the shell stand alone complex
","search
"
"will it be warmer in minidoka ok on good friday ?
","weather
"
"can you play me some britpop music
","music
"
"give me a weather forecast for ca
","weather
"
"take me to the top-rated taverna in sealy for trattoria next week for 5
","restaurant
"
"is it humid in kuwait
","weather
"
"what time is company men showing
","movie
"
"play supernaut by armand van helden
","music
"
"what time is dive bomber playing
","movie
"
"book for six on jan 18 2029
","restaurant
"
"i need a reservation for 3 hours from now with a party of nine in neighboring sweden
","restaurant
"
"play fifties music by ahmed abdul malik
","music
"
"find warren theatres films
","movie
"
"which animated movies are playing at the nearest movie house ?
","movie
"
"what is the weather in current location on december the 23rd 2027
","weather
"
"is it freezing in tira
","weather
"
"will it be overcast in my current location at twelve pm
","weather
"
"play some prabha atre
","music
"
"i need a reservation in 1 second in atlas with a party of nine
","restaurant
"
"play rob mills album the golden archipelago
","music
"
"i want to see the television show called cuts both ways
","search
"
"book in town for 3 at a restaurant outdoor that is not far
","restaurant
"
"book any popular puglia serving oyster bar for 10 in jemez springs
","restaurant
"
"book a table over the internet for six at a food truck in vanuatu for two pm
","restaurant
"
"can you let me know when talk of the devil is playing at the movie theatre ?
","movie
"
"show me the sex therapy painting
","search
"
"find live at bonnaroo
","search
"
"find the schedule for evening clothes in 1 second
","movie
"
"forecast for antelope island and other spots within the same area
","weather
"
"what is the nearest movie theatre playing the collaborators
","movie
"
"book me a restaurant that is close for four people in enid
","restaurant
"
"where can i find the painting for a christmas story - una storia di natale ?
","search
"
"will it be freezing in poland on july 5 2032
","weather
"
"please look up amrithavaahini
","search
"
"please get me the crime and punishment in suburbia trailer
","search
"
"find movie schedules
","movie
"
"find the love and war soundtrack
","search
"
"book something for darlene tessa and maxine at a restaurant for 09 58 27
","restaurant
"
"forecast for wisconsin at 10 pm
","weather
"
"find the movie schedules for animated movies in the neighbourhood
","movie
"
"find the international journal of robotics research soundtrack
","search
"
"play my women of rock playlist
","music
"
"whats the weather in fernando new jersey
","weather
"
"is it chilly on oct 19th in il
","weather
"
"what is the movie schedule for the b&b theatres
","movie
"
"find the picture vertically challenged
","search
"
"play me the trailer for star control
","search
"
"find a painting called break down
","search
"
"book a table in alberton for me and my mother in law at a restaurant
","restaurant
"
"find a song called you cross my path
","search
"
"need to find the tv series called administrative behavior
","search
"
"i want to hear a symphony from kano
","music
"
"is the forecast hot in 1 hour in leasburg ?
","weather
"
"play elysium from ryan cayabyab
","music
"
"find films with movie schedules that are nearby
","movie
"
"book a table for 3 at one of the restaurants in washington dc in riverview
","restaurant
"
"i require a reservation for one at the most highly rated restaurant in uzbekistan
","restaurant
"
"find the novel a hat in time
","search
"
"tell me the weather forecast for niue
","weather
"
"i m looking for a photograph called merry christmas
","search
"
"what is the weather forecast for la cienega
","weather
"
"find a novel called a perfect day
","search
"
"is it going to be humid faraway from here around dinner time
","weather
"
"id like a table for 3 at an outdoor restaurant
","restaurant
"
"find a soundtrack called top gear australia
","search
"
"book a reservation for a restaurant serving burger in malaysia
","restaurant
"
"play té para tres
","music
"
"look for summer with monika
","search
"
"what will the weather be like 56 weeks from now will there be sun in tabor ?
","weather
"
"what will the temperate be here on shmini atzeret
","weather
"
"find a painting called pulsions
","search
"
"where is all night long 3 playing 1 hour from now
","movie
"
"is there snowfall in hineston new hampshire
","weather
"
"look up the brave archer 2
","search
"
"reserve a table for one at a top-rated restaurant nearby that serves goiano for this month in md
","restaurant
"
"play the last mile album
","search
"
"what s the weather going to be like tomorrow at black hawk state park ?
","weather
"
"where can i see a slice of life
","movie
"
"what time is twin peaks fire walk with me showing
","movie
"
"play a seventies tom thacker ballad
","music
"
"tell me when it ll be cloudy in woodport
","weather
"
"play something by daisy voisin on google music
","music
"
"tell me the weather forecast for 10 21 2024 in metamora
","weather
"
"find a tv show called the traffic policeman
","search
"
"want to hear a chant by nellie mckay from the year 2008
","music
"
"play music by damien rice
","music
"
"reserve a place to eat on march fifteenth in china within the same area
","restaurant
"
"what are the movie schedules for movies showing in the neighbourhood ?
","movie
"
"whats the forecast for greece
","weather
"
"is it going to be cold 21 weeks and a half from now in salemburg
","weather
"
"book a spot for one at four am
","restaurant
"
"find time for movie times now
","movie
"
"what are the movie times for the movies in the neighbourhood
","movie
"
"what s the weather like in saint regis falls nd
","weather
"
"can you play some synthpop music on youtube
","music
"
"i want to watch fist of the north star 1 minute from now
","movie
"
"i need a popular moroccan cafeteria
","restaurant
"
"play a 2006 chant
","music
"
"i want to eat at a brasserie that has internet near greenland at elevenses
","restaurant
"
"tell me if it will be hot on jun the 10th in san de fuca sweden
","weather
"
"find time for the movie schedule
","movie
"
"play the red room sessions from chris cunningham
","music
"
"show me the dresden weather forecast
","weather
"
"what s the movie schedules for magic johnson theatres
","movie
"
"play tad kinchla soundtrack
","music
"
"book reservation in gasconade at the best restaurant in dc
","restaurant
"
"play any song from the eighties
","music
"
"use vimeo to play a mark king record from 1993
","music
"
"book a socca serving steakhouse for 2 in saint james alabama
","restaurant
"
"play some music by mutlu
","music
"
"is it sunny in qatar ?
","weather
"
"id like to eat at the best restaurant in coalton
","restaurant
"
"what time is unholy women playing?
","movie
"
"play a seventies ballad by annunzio paolo mantovani on groove shark
","music
"
"book a table for 3 in macao
","restaurant
"
"will it be hotter close by here at 13 o clock ?
","weather
"
"find a book called environment and behavior
","search
"
"book a spot for 1 at a pub with internet
","restaurant
"
"play my mellow beats playlist please
","music
"
"what time are movies showing at megaplex theatres
","movie
"
"will there be a snowstorm in leonville
","weather
"
"play the song aura ii the sacred rings
","search
"
"play the view from the afternoon by malese jow on last fm
","music
"
"please find me a table at a place that serves glace has room for six and a pub atmosphere
","restaurant
"
